campaign_id,client_id,staff_id,campaign_name,campaign_type,start_date,end_date,budget,status
ab00192b-503d-4f91-b0f0-51b67f945b7c,a9d9a806-c0ab-4c5f-ba98-d832eb12c5ef,a27a62c8-656e-40c3-be38-76d263dea63b,Monetize Bricks-And-Clicks Paradigms Campaign,Lead Generation,2022-06-16,2022-07-07,88478.58,Paused
4550dd7a-d74c-4f0d-aa1a-a14f03468f52,fb07c09b-e6a0-4200-987f-c668e171d1cb,fac10f15-aee3-49bd-82e5-147e2d554d75,Architect Interactive Web Services Campaign,Retargeting,2023-10-20,2023-12-05,10502.89,Paused
4bed9cd8-4cd7-4439-988d-43ab2d226401,704077ae-7883-452f-b5c5-0c5e5e4f9861,fae390c3-e3d8-4cb5-924a-faf9cf737f59,Seize Transparent E-Business Campaign,Awareness,2022-09-19,2022-10-06,74531.22,Paused
d39bda40-5ca6-4f46-bc95-7e1e287cb8ae,5de7c475-a173-457d-8543-4a3e30b023b6,1a68f8a5-1e39-451e-acb7-aede8da66f6a,Re-Contextualize Web-Enabled Communities Campaign,Retargeting,2022-12-09,2023-02-22,17197.19,Completed
43b7a039-254d-421a-8e9b-2cccbba2d75f,859e7f3d-cf8f-427e-85e5-cdd6c1afb64a,98f572d1-06a4-4686-800d-c6fdefb38ca5,Matrix Transparent Web-Readiness Campaign,Retargeting,2023-01-13,2023-03-31,30180.38,Paused
f191ec32-8169-4aac-9b76-f4b99d7cf9ba,859e7f3d-cf8f-427e-85e5-cdd6c1afb64a,bd94166a-c1b0-4b15-b000-75f7b9bc3eb9,Extend Open-Source E-Markets Campaign,Retargeting,2023-01-16,2023-03-18,93246.78,Completed
ba870af7-4b50-49f3-abbb-872a27a2ae68,fbc58920-e606-46eb-9391-fdd4e7f70740,1a68f8a5-1e39-451e-acb7-aede8da66f6a,Cultivate Interactive Niches Campaign,Lead Generation,2025-02-16,2025-03-20,42904.27,Completed
2258e1ea-37fa-4840-9c57-6f26fac344a6,89925795-1431-4779-bccc-2dbc5d62e893,1a68f8a5-1e39-451e-acb7-aede8da66f6a,Generate Sticky Architectures Campaign,Product Launch,2022-12-16,2023-02-08,90463.34,Completed
53f9f840-7f9f-47c5-b77e-07a9b745d381,553d759e-fdf5-4229-bdae-cd5c7b657240,ef86f0e4-04e8-433e-ad8e-d7b9c43ba844,Iterate Collaborative E-Services Campaign,Retargeting,2022-06-12,2022-07-20,11082.46,Active
13b9e719-45f6-49a9-9dd2-1e5ace161586,ec75a74c-7f39-47d0-abb7-43d6a6e11675,c780171e-2bb0-4739-9581-3e2823f8a10e,Transition Ubiquitous Convergence Campaign,Retargeting,2023-02-17,2023-05-05,60901.81,Active
e455adc7-8e4c-4e98-9125-76b4013b8e67,188522a4-786b-479b-8cf4-288b19ef206c,a27a62c8-656e-40c3-be38-76d263dea63b,Transition Bleeding-Edge E-Services Campaign,Awareness,2023-07-31,2023-10-26,26749.47,Cancelled
2e0b858f-59f2-4767-8925-181095289877,5a78f3cd-d894-4f27-8973-9bdc0e2abe91,c780171e-2bb0-4739-9581-3e2823f8a10e,Repurpose Dynamic Interfaces Campaign,Awareness,2022-05-19,2022-07-07,53844.83,Active
9fee7cad-92f7-4a87-827f-19e91e5701d8,a931efe8-3578-497a-8a99-84b8f7de8dba,c780171e-2bb0-4739-9581-3e2823f8a10e,Empower Innovative Niches Campaign,Retargeting,2023-09-04,2023-11-12,56227.22,Completed
f1f78666-2ed3-4b93-842d-de8062810ca2,42e39585-0b05-4fd8-ab5d-c9500ee24dc9,c780171e-2bb0-4739-9581-3e2823f8a10e,Visualize Wireless Methodologies Campaign,Seasonal,2023-10-10,2023-12-29,49903.75,Completed
8a065fc2-3747-4017-bea7-954ad723db12,188522a4-786b-479b-8cf4-288b19ef206c,a27a62c8-656e-40c3-be38-76d263dea63b,Facilitate Proactive Initiatives Campaign,Retargeting,2024-07-23,2024-09-20,13960.95,Completed
365ba295-6aa5-4832-9087-1e6fae388657,89925795-1431-4779-bccc-2dbc5d62e893,fae390c3-e3d8-4cb5-924a-faf9cf737f59,Reinvent Back-End Paradigms Campaign,Product Launch,2023-05-23,2023-07-14,44054.72,Paused
96acb26a-369f-409c-842e-69a5e68ddc20,859e7f3d-cf8f-427e-85e5-cdd6c1afb64a,a27a62c8-656e-40c3-be38-76d263dea63b,Expedite User-Centric Convergence Campaign,Awareness,2022-09-28,2022-10-11,10758.2,Completed
24926daf-4c5a-4b30-b9f4-8e45799aecfd,5a78f3cd-d894-4f27-8973-9bdc0e2abe91,fae390c3-e3d8-4cb5-924a-faf9cf737f59,Brand One-To-One Architectures Campaign,Retargeting,2023-08-13,2023-09-02,23201.06,Completed
3fa86f4a-b855-49c4-8805-95a6a4abf47f,c43498d4-2033-4b3f-ad42-2913e2732151,98f572d1-06a4-4686-800d-c6fdefb38ca5,Aggregate Dot-Com Paradigms Campaign,Product Launch,2024-09-24,2024-10-18,22431.36,Completed
7d468a1b-1871-4cde-bf81-2208db50b10d,ffec8161-7e48-47c5-9b90-f2b284abe7de,1a68f8a5-1e39-451e-acb7-aede8da66f6a,Implement 24/365 Relationships Campaign,Product Launch,2024-02-19,2024-03-06,81762.11,Paused
a50281d3-e5b7-4104-959c-46ff7e52658c,4a224703-327a-4a0b-b1d1-9ef147eeda2d,1a68f8a5-1e39-451e-acb7-aede8da66f6a,Optimize Open-Source E-Business Campaign,Awareness,2024-02-11,2024-03-01,66953.76,Completed
02267d2a-4960-45bf-b882-daa56d6ca767,553d759e-fdf5-4229-bdae-cd5c7b657240,87dd2196-44fa-49d4-8d23-72674b116ef0,Repurpose 24/7 Content Campaign,Awareness,2023-08-13,2023-08-21,93004.86,Paused
1e39edfb-3f1e-4581-a46d-e614757a9be4,c43498d4-2033-4b3f-ad42-2913e2732151,fac10f15-aee3-49bd-82e5-147e2d554d75,Monetize Transparent Vortals Campaign,Product Launch,2024-06-08,2024-07-06,51135.91,Active
23a9f1fc-c09b-44aa-9088-f1445c93235a,fbc58920-e606-46eb-9391-fdd4e7f70740,c780171e-2bb0-4739-9581-3e2823f8a10e,Scale Distributed Schemas Campaign,Awareness,2023-12-29,2024-02-25,20640.53,Active
1b6fe8b5-c607-4ef4-a844-497afc533e6c,544447fd-b35e-40dd-a0fe-17d033b2aada,ad842097-f71a-47fa-9e8a-ae9b6f7750ee,Aggregate Next-Generation Web Services Campaign,Lead Generation,2022-10-27,2022-12-22,93019.22,Completed
af2a47aa-c174-441a-9deb-7c2bb3a291b5,188522a4-786b-479b-8cf4-288b19ef206c,c780171e-2bb0-4739-9581-3e2823f8a10e,Innovate Virtual E-Business Campaign,Product Launch,2023-11-22,2024-01-04,71176.19,Completed
695f26f6-c422-4edd-bd51-5cffab8e874f,5a78f3cd-d894-4f27-8973-9bdc0e2abe91,c780171e-2bb0-4739-9581-3e2823f8a10e,Monetize Wireless Schemas Campaign,Product Launch,2024-09-13,2024-11-30,19705.7,Active
752fe266-9a48-4c6e-8242-4c7fd9c138c8,a931efe8-3578-497a-8a99-84b8f7de8dba,87dd2196-44fa-49d4-8d23-72674b116ef0,Monetize Front-End E-Tailers Campaign,Seasonal,2022-04-13,2022-04-27,74895.03,Active
16309209-c907-4bad-88cc-35bc42cd9ae0,f22e4ca3-7465-4308-aa55-f457275b3c66,87dd2196-44fa-49d4-8d23-72674b116ef0,Generate World-Class Bandwidth Campaign,Awareness,2024-02-09,2024-03-27,9763.52,Completed
17def78c-78ca-48a0-ae06-44ef2bb01a5f,5a2e1495-dbfa-4c94-8848-0440da812c7e,bd94166a-c1b0-4b15-b000-75f7b9bc3eb9,Grow Killer Mindshare Campaign,Retargeting,2024-02-28,2024-05-12,10403.56,Completed
0b38f39b-8c84-4733-bc96-23b3c22729e0,fbc58920-e606-46eb-9391-fdd4e7f70740,1a68f8a5-1e39-451e-acb7-aede8da66f6a,Generate Frictionless Web Services Campaign,Awareness,2024-04-17,2024-05-17,61528.34,Completed
4912c91c-b074-4e67-bf48-992ab23a31f9,5de7c475-a173-457d-8543-4a3e30b023b6,fae390c3-e3d8-4cb5-924a-faf9cf737f59,Envisioneer Open-Source Infrastructures Campaign,Product Launch,2022-08-22,2022-09-28,16389.23,Paused
c1cb49ba-231a-4f5a-8a34-ddd85d27e8aa,f22e4ca3-7465-4308-aa55-f457275b3c66,a27a62c8-656e-40c3-be38-76d263dea63b,Innovate Extensible E-Services Campaign,Seasonal,2023-04-12,2023-05-20,61479.32,Completed
8bb0a236-0a7a-4784-bb8f-635a11049cf4,e3e50b19-0aac-4b58-bf55-ab3dfec745ff,1a68f8a5-1e39-451e-acb7-aede8da66f6a,Orchestrate Proactive Paradigms Campaign,Seasonal,2023-02-16,2023-04-17,58696.56,Active
b9178955-b957-44b0-b356-a5190f048fcb,89925795-1431-4779-bccc-2dbc5d62e893,98f572d1-06a4-4686-800d-c6fdefb38ca5,Syndicate Intuitive Bandwidth Campaign,Retargeting,2023-04-28,2023-06-07,68623.97,Active
e4e78db3-f815-4514-9e19-cac6149602cd,859e7f3d-cf8f-427e-85e5-cdd6c1afb64a,ef86f0e4-04e8-433e-ad8e-d7b9c43ba844,Matrix Dynamic Architectures Campaign,Product Launch,2024-01-16,2024-02-25,17433.44,Completed
56a08cb3-b6bd-4359-94b8-01c512925af0,fb07c09b-e6a0-4200-987f-c668e171d1cb,fac10f15-aee3-49bd-82e5-147e2d554d75,Strategize Interactive Eyeballs Campaign,Lead Generation,2024-05-19,2024-07-23,93256.74,Cancelled
122d8b88-2c0a-4183-a17e-08fdcbb0d906,859e7f3d-cf8f-427e-85e5-cdd6c1afb64a,ad842097-f71a-47fa-9e8a-ae9b6f7750ee,Scale Clicks-And-Mortar Platforms Campaign,Product Launch,2025-01-26,2025-02-03,64010.13,Completed
f7544d67-317e-4a22-a0e7-0c6aea3edd48,e3e50b19-0aac-4b58-bf55-ab3dfec745ff,a27a62c8-656e-40c3-be38-76d263dea63b,Enhance Virtual Deliverables Campaign,Awareness,2024-02-02,2024-02-21,56075.27,Completed
24e8e223-e15f-4b0f-8193-f10a864ce018,0bee365c-d2d0-467d-8373-dad18c8021e7,ad842097-f71a-47fa-9e8a-ae9b6f7750ee,Streamline Interactive Initiatives Campaign,Lead Generation,2024-04-03,2024-04-26,88682.1,Paused
8abd8534-079c-44e8-a259-d357dec5ae6f,a931efe8-3578-497a-8a99-84b8f7de8dba,ad842097-f71a-47fa-9e8a-ae9b6f7750ee,Enable Plug-And-Play Web Services Campaign,Lead Generation,2024-03-22,2024-05-15,19985.95,Paused
7c08d569-54f8-43cb-893c-1cabd5675583,5a78f3cd-d894-4f27-8973-9bdc0e2abe91,98f572d1-06a4-4686-800d-c6fdefb38ca5,Engage Turn-Key Systems Campaign,Seasonal,2024-07-16,2024-08-30,98466.06,Paused
283a374d-ee04-4c96-b3f3-5a2b96b9129b,fb07c09b-e6a0-4200-987f-c668e171d1cb,87dd2196-44fa-49d4-8d23-72674b116ef0,Transition Cutting-Edge Schemas Campaign,Awareness,2024-11-19,2025-02-01,68447.0,Completed
3fc178dd-e71b-457a-82a6-d7672b645660,0bee365c-d2d0-467d-8373-dad18c8021e7,bd94166a-c1b0-4b15-b000-75f7b9bc3eb9,Productize Granular Info-Mediaries Campaign,Retargeting,2024-03-05,2024-03-25,30124.26,Paused
2ead58b0-b8dc-4491-af6b-dcdfbd7da3c1,5a78f3cd-d894-4f27-8973-9bdc0e2abe91,fac10f15-aee3-49bd-82e5-147e2d554d75,Morph Interactive Functionalities Campaign,Retargeting,2024-03-12,2024-05-28,30873.08,Completed
02085927-354d-42bc-86f5-7ed702d6f470,ec75a74c-7f39-47d0-abb7-43d6a6e11675,ef86f0e4-04e8-433e-ad8e-d7b9c43ba844,Revolutionize Holistic Functionalities Campaign,Retargeting,2023-06-17,2023-08-06,70312.23,Paused
b30346ea-bb0c-4291-b7c9-dab1849b3c28,fb5a978b-0782-4a22-bd14-a07da4085a22,ad842097-f71a-47fa-9e8a-ae9b6f7750ee,Empower Visionary Partnerships Campaign,Product Launch,2023-04-19,2023-06-29,28856.52,Cancelled
2bbe5688-e68a-4e29-bb59-3beea68c2241,0bee365c-d2d0-467d-8373-dad18c8021e7,a27a62c8-656e-40c3-be38-76d263dea63b,Incentivize Real-Time Supply-Chains Campaign,Awareness,2023-06-30,2023-07-13,65257.02,Paused
8e5dd0e5-009a-4598-b03f-1897bc6df8e3,544447fd-b35e-40dd-a0fe-17d033b2aada,98f572d1-06a4-4686-800d-c6fdefb38ca5,Productize Strategic Channels Campaign,Awareness,2023-08-22,2023-09-03,36687.87,Active
12579630-cad3-40e7-97b0-86702024a345,544447fd-b35e-40dd-a0fe-17d033b2aada,fac10f15-aee3-49bd-82e5-147e2d554d75,Enhance Integrated Eyeballs Campaign,Retargeting,2022-12-03,2023-01-12,75416.94,Completed
c6fb3e48-82eb-4556-9a46-936d26d9a8d2,ec75a74c-7f39-47d0-abb7-43d6a6e11675,ad842097-f71a-47fa-9e8a-ae9b6f7750ee,Optimize Next-Generation E-Markets Campaign,Seasonal,2023-03-11,2023-05-11,5918.62,Active
ab6b54d7-3c4c-4634-be1b-d8585e3ec276,89925795-1431-4779-bccc-2dbc5d62e893,fac10f15-aee3-49bd-82e5-147e2d554d75,Incubate Plug-And-Play E-Markets Campaign,Seasonal,2023-09-09,2023-10-05,8422.67,Active
3cce9f68-80fb-4a13-90c1-0b88266e81f1,fb07c09b-e6a0-4200-987f-c668e171d1cb,87dd2196-44fa-49d4-8d23-72674b116ef0,Architect Next-Generation Architectures Campaign,Retargeting,2022-07-18,2022-10-03,45829.74,Active
c4115a42-fb4e-497e-9210-4f66e0957b96,704077ae-7883-452f-b5c5-0c5e5e4f9861,ef86f0e4-04e8-433e-ad8e-d7b9c43ba844,Scale Vertical Networks Campaign,Awareness,2024-10-06,2024-11-28,90397.84,Active
d9e1819a-b49b-4d12-9b68-01d74997bfea,ffec8161-7e48-47c5-9b90-f2b284abe7de,87dd2196-44fa-49d4-8d23-72674b116ef0,Syndicate Clicks-And-Mortar Convergence Campaign,Awareness,2023-11-24,2024-01-01,38599.47,Completed
52f73625-8711-4b85-a42e-d31946443924,297a2629-a3a8-407d-bc79-88f8fff5013e,fae390c3-e3d8-4cb5-924a-faf9cf737f59,Engineer Integrated E-Markets Campaign,Seasonal,2023-07-20,2023-09-17,76200.37,Cancelled
e84ffa27-99fd-4040-9ddb-2d4fe613bc7e,ffec8161-7e48-47c5-9b90-f2b284abe7de,bd94166a-c1b0-4b15-b000-75f7b9bc3eb9,Extend Magnetic Models Campaign,Retargeting,2024-07-27,2024-09-02,97739.57,Paused
78da9c03-7d07-4463-a06f-2ce5eae55506,553d759e-fdf5-4229-bdae-cd5c7b657240,fac10f15-aee3-49bd-82e5-147e2d554d75,Empower User-Centric Models Campaign,Awareness,2023-03-19,2023-05-17,22039.26,Cancelled
91f6b087-5447-4e72-854c-6c7b7e6f852d,704077ae-7883-452f-b5c5-0c5e5e4f9861,ad842097-f71a-47fa-9e8a-ae9b6f7750ee,Synergize Cross-Platform Web Services Campaign,Retargeting,2022-05-28,2022-07-26,30346.54,Completed
638a2a75-bd3b-489a-8d35-586b57bb1f6b,ffec8161-7e48-47c5-9b90-f2b284abe7de,fac10f15-aee3-49bd-82e5-147e2d554d75,Exploit Wireless Communities Campaign,Product Launch,2025-03-03,2025-03-23,87855.84,Paused
2636cad9-1c8c-4e6f-9133-b8dd469df314,fbc58920-e606-46eb-9391-fdd4e7f70740,ad842097-f71a-47fa-9e8a-ae9b6f7750ee,Redefine End-To-End E-Business Campaign,Retargeting,2024-04-08,2024-05-13,82575.73,Completed
ff158ea6-4968-43fb-8daa-573e9cdaaf31,ec75a74c-7f39-47d0-abb7-43d6a6e11675,ad842097-f71a-47fa-9e8a-ae9b6f7750ee,Utilize Impactful Applications Campaign,Retargeting,2024-07-20,2024-09-04,26177.74,Completed
3ba1b6eb-66b9-4b64-b20a-863e98c86762,0bee365c-d2d0-467d-8373-dad18c8021e7,a27a62c8-656e-40c3-be38-76d263dea63b,Repurpose Proactive Infrastructures Campaign,Lead Generation,2024-09-05,2024-11-02,31467.29,Active
4e5b1d3f-a7f7-4b58-be67-91204c97f36e,859e7f3d-cf8f-427e-85e5-cdd6c1afb64a,1a68f8a5-1e39-451e-acb7-aede8da66f6a,Brand Global Bandwidth Campaign,Lead Generation,2025-01-05,2025-02-16,65940.77,Active
1f42d3e8-b602-467c-af39-670310fc930f,89925795-1431-4779-bccc-2dbc5d62e893,87dd2196-44fa-49d4-8d23-72674b116ef0,Streamline Back-End Architectures Campaign,Lead Generation,2023-01-20,2023-04-05,94227.53,Active
5cfbb39d-4a73-4a73-a08e-4271bd778ecc,f22e4ca3-7465-4308-aa55-f457275b3c66,fac10f15-aee3-49bd-82e5-147e2d554d75,Architect Ubiquitous Vortals Campaign,Retargeting,2023-09-03,2023-10-13,60156.02,Cancelled
ce7fd76e-d9d7-45b1-a6ba-c833e0329c84,5a2e1495-dbfa-4c94-8848-0440da812c7e,a27a62c8-656e-40c3-be38-76d263dea63b,Engineer Enterprise Niches Campaign,Awareness,2023-09-19,2023-09-30,61674.27,Active
d98db146-c819-4ebc-b5a9-07b1d154719f,5de7c475-a173-457d-8543-4a3e30b023b6,87dd2196-44fa-49d4-8d23-72674b116ef0,Morph Strategic Info-Mediaries Campaign,Product Launch,2024-01-27,2024-03-14,62589.84,Completed
d2d0a3f9-5cf4-4866-822e-bec51c6e99dc,544447fd-b35e-40dd-a0fe-17d033b2aada,1a68f8a5-1e39-451e-acb7-aede8da66f6a,Extend Scalable Convergence Campaign,Seasonal,2022-05-13,2022-07-08,23057.48,Active
1bd90f3e-b297-4155-bba8-c8275188c5e2,fbc58920-e606-46eb-9391-fdd4e7f70740,ef86f0e4-04e8-433e-ad8e-d7b9c43ba844,Visualize Innovative Experiences Campaign,Awareness,2023-03-27,2023-05-28,54392.43,Paused
669b9d6d-5269-4c61-916c-5434658b39dd,fb07c09b-e6a0-4200-987f-c668e171d1cb,87dd2196-44fa-49d4-8d23-72674b116ef0,Engineer Proactive Action-Items Campaign,Lead Generation,2022-06-14,2022-07-16,45973.25,Cancelled
a762ec22-7b49-4b60-9bf2-4c16e3e2aafe,0bee365c-d2d0-467d-8373-dad18c8021e7,87dd2196-44fa-49d4-8d23-72674b116ef0,E-Enable Vertical E-Business Campaign,Seasonal,2023-02-16,2023-04-06,34821.99,Paused
be576104-6031-4253-9a3f-e629dca6b6a5,188522a4-786b-479b-8cf4-288b19ef206c,1a68f8a5-1e39-451e-acb7-aede8da66f6a,Incentivize End-To-End Info-Mediaries Campaign,Seasonal,2022-12-05,2023-01-19,34382.04,Completed
ccd4823f-4d0a-41eb-bf90-4905d85e1ff0,ffec8161-7e48-47c5-9b90-f2b284abe7de,fac10f15-aee3-49bd-82e5-147e2d554d75,Embrace Killer Bandwidth Campaign,Lead Generation,2025-02-15,2025-04-14,57669.19,Active
f906f75c-6ce9-4035-b95e-cd4a7bd3a9c8,0bee365c-d2d0-467d-8373-dad18c8021e7,ad842097-f71a-47fa-9e8a-ae9b6f7750ee,Morph Out-Of-The-Box Communities Campaign,Retargeting,2025-04-03,2025-05-28,63473.92,Active
4cef0289-1373-4c46-af2c-a66b85932f65,704077ae-7883-452f-b5c5-0c5e5e4f9861,ad842097-f71a-47fa-9e8a-ae9b6f7750ee,Expedite One-To-One Communities Campaign,Awareness,2024-11-09,2025-01-25,33868.12,Active
88adf2c7-0304-44d5-8f85-044f92e8a669,023371dd-8991-4a2e-8994-a92403b7cf04,ef86f0e4-04e8-433e-ad8e-d7b9c43ba844,Transform Proactive Content Campaign,Seasonal,2023-08-09,2023-10-29,67197.03,Completed
3325a735-0108-4afa-9b13-b79810b0d040,a9d9a806-c0ab-4c5f-ba98-d832eb12c5ef,ad842097-f71a-47fa-9e8a-ae9b6f7750ee,Innovate Enterprise Interfaces Campaign,Retargeting,2024-09-23,2024-11-25,53561.53,Completed
7122a35d-8c55-4313-bf63-857dfd377f98,4a224703-327a-4a0b-b1d1-9ef147eeda2d,87dd2196-44fa-49d4-8d23-72674b116ef0,Optimize Interactive Platforms Campaign,Awareness,2023-02-15,2023-03-15,31959.71,Completed
b8429ac7-1c86-4656-9a35-6e8d9ecc5c3b,16e07d9f-328b-431d-9056-55f6eab23b02,1a68f8a5-1e39-451e-acb7-aede8da66f6a,Revolutionize Seamless Methodologies Campaign,Lead Generation,2025-03-31,2025-06-25,13871.78,Cancelled
30bb18ae-05c2-4ff6-9127-4fb320685474,859e7f3d-cf8f-427e-85e5-cdd6c1afb64a,87dd2196-44fa-49d4-8d23-72674b116ef0,Exploit 24/7 Networks Campaign,Lead Generation,2024-10-31,2024-12-07,26340.86,Active
a70df768-636c-4ce9-a8ed-18cd77c29827,859e7f3d-cf8f-427e-85e5-cdd6c1afb64a,a27a62c8-656e-40c3-be38-76d263dea63b,Seize Cutting-Edge Web Services Campaign,Awareness,2022-06-15,2022-06-25,28260.04,Completed
3183cc0a-d1b5-45e7-9e34-8f815ba36483,ffec8161-7e48-47c5-9b90-f2b284abe7de,a27a62c8-656e-40c3-be38-76d263dea63b,Optimize Cross-Platform Synergies Campaign,Product Launch,2023-11-09,2023-11-25,44371.9,Completed
86a95f1e-9e68-4d9d-b6be-d3092070080b,5a78f3cd-d894-4f27-8973-9bdc0e2abe91,87dd2196-44fa-49d4-8d23-72674b116ef0,Transition Holistic Platforms Campaign,Product Launch,2024-01-25,2024-02-25,51965.83,Active
d66323b5-e5da-4a08-baad-c912d1263d5d,c43498d4-2033-4b3f-ad42-2913e2732151,ad842097-f71a-47fa-9e8a-ae9b6f7750ee,Disintermediate Ubiquitous Eyeballs Campaign,Awareness,2024-02-15,2024-05-15,89802.68,Paused
e6f2dec3-3e7e-43ab-b7ba-3d0a59af38e6,fbc58920-e606-46eb-9391-fdd4e7f70740,c780171e-2bb0-4739-9581-3e2823f8a10e,Reinvent Real-Time E-Business Campaign,Product Launch,2024-02-18,2024-03-09,25789.91,Paused
1f8d22d8-300f-451a-a161-764895d8a294,fb5a978b-0782-4a22-bd14-a07da4085a22,a27a62c8-656e-40c3-be38-76d263dea63b,Revolutionize Compelling Bandwidth Campaign,Product Launch,2024-07-27,2024-10-08,9770.75,Active
55ee5659-7194-4767-a53c-3c73f4fa78d0,fb07c09b-e6a0-4200-987f-c668e171d1cb,fac10f15-aee3-49bd-82e5-147e2d554d75,Transition Real-Time Vortals Campaign,Product Launch,2024-02-18,2024-03-11,17667.22,Completed
0d6976c9-cd6f-4db1-bd5d-8d0d95179854,a9d9a806-c0ab-4c5f-ba98-d832eb12c5ef,ad842097-f71a-47fa-9e8a-ae9b6f7750ee,E-Enable E-Business Niches Campaign,Seasonal,2023-04-29,2023-07-12,61567.97,Cancelled
b5201608-3ccd-4d0d-ab87-72942ee70240,553d759e-fdf5-4229-bdae-cd5c7b657240,98f572d1-06a4-4686-800d-c6fdefb38ca5,Incentivize Plug-And-Play Networks Campaign,Seasonal,2024-03-13,2024-05-15,82425.62,Paused
bab56caf-f39e-4ad7-9358-f9e74f03007a,f22e4ca3-7465-4308-aa55-f457275b3c66,c780171e-2bb0-4739-9581-3e2823f8a10e,Repurpose Enterprise Supply-Chains Campaign,Seasonal,2024-11-16,2025-01-16,47361.79,Active
40ab52b0-d596-4352-9143-34640edc6ed0,188522a4-786b-479b-8cf4-288b19ef206c,bd94166a-c1b0-4b15-b000-75f7b9bc3eb9,Synthesize World-Class Roi Campaign,Product Launch,2022-05-27,2022-08-02,29623.2,Active
5cf552e2-5381-44e4-9ff1-c2467a05b352,ffec8161-7e48-47c5-9b90-f2b284abe7de,98f572d1-06a4-4686-800d-c6fdefb38ca5,Architect Synergistic Portals Campaign,Lead Generation,2024-05-09,2024-08-05,77752.3,Completed
3b165a74-2494-4f83-9060-7a75345a362a,16e07d9f-328b-431d-9056-55f6eab23b02,87dd2196-44fa-49d4-8d23-72674b116ef0,Empower Efficient Schemas Campaign,Retargeting,2023-09-23,2023-12-19,31086.76,Active
72e0da78-6075-4dc5-b6e4-dce45d5c4c18,fbc58920-e606-46eb-9391-fdd4e7f70740,fae390c3-e3d8-4cb5-924a-faf9cf737f59,Mesh Dynamic Infrastructures Campaign,Retargeting,2022-04-28,2022-06-10,30812.94,Active
342fd872-243c-4004-9a7b-c14bbafbf534,5a78f3cd-d894-4f27-8973-9bdc0e2abe91,bd94166a-c1b0-4b15-b000-75f7b9bc3eb9,Drive Transparent Models Campaign,Awareness,2023-04-22,2023-07-07,18145.54,Active
5b7fbe29-da88-48d6-9420-18e960756b3f,5a78f3cd-d894-4f27-8973-9bdc0e2abe91,ef86f0e4-04e8-433e-ad8e-d7b9c43ba844,Engineer Web-Enabled Info-Mediaries Campaign,Retargeting,2024-08-22,2024-09-17,11101.74,Completed
b4f292b6-300d-4538-9557-0f3a4f3bcedb,e3e50b19-0aac-4b58-bf55-ab3dfec745ff,c780171e-2bb0-4739-9581-3e2823f8a10e,Unleash Holistic Systems Campaign,Product Launch,2025-01-10,2025-03-27,44498.55,Active
